topic,industry,company_name,name_source,ocr_status,ocr_text,template_id,template_title,template_url,image_url,is_pro,file_name,relative_path,collected_at
Writing,Education & Literacy,Samira,ocr,success,SAMIRA | STATIONERY,EAFIvceWQbE,Binding Pad Signature Pen Stationery Logo,https://www.canva.com/templates/EAFIvceWQbE-binding-pad-signature-pen-stationery-logo/,https://template.canva.com/EAFIvceWQbE/1/0/800w-mKIONi9ps1s.jpg,true,0002_EAFIvceWQbE.jpg,writing/images/0002_EAFIvceWQbE.jpg,2026-08-06T10:05:56.600Z
Writing,Education & Literacy,Writing,ocr,success,CREATIVE | WRITING,EAEv2guA1mA,Denim Blue Modern Education Logo,https://www.canva.com/templates/EAEv2guA1mA-denim-blue-modern-education-logo/,https://template.canva.com/EAEv2guA1mA/1/0/800w-YtvvBjImRac.jpg,false,0006_EAEv2guA1mA.jpg,writing/images/0006_EAEv2guA1mA.jpg,2026-08-06T10:05:57.169Z
Writing,Education & Literacy,Penbook,ocr,success,PENBOOK | Creative,EAFMIj6Y8Hs,Green Minimalist Pen and Book Logo,https://www.canva.com/templates/EAFMIj6Y8Hs-green-minimalist-pen-and-book-logo/,https://template.canva.com/EAFMIj6Y8Hs/1/0/800w-FJc26BVGPxs.jpg,true,0010_EAFMIj6Y8Hs.jpg,writing/images/0010_EAFMIj6Y8Hs.jpg,2026-08-06T10:06:00.892Z
Writing,Education & Literacy,Rimberio,ocr,success,Rimberio | ART SUPPLIES,EAGt6ZzB7Bc,Green Yellow Playful School Supplies Logo,https://www.canva.com/templates/EAGt6ZzB7Bc-green-yellow-playful-school-supplies-logo/,https://template.canva.com/EAGt6ZzB7Bc/1/0/800w-dnOC5z2YqLg.jpg,true,0009_EAGt6ZzB7Bc.jpg,writing/images/0009_EAGt6ZzB7Bc.jpg,2026-08-06T10:05:57.568Z
Writing,Education & Literacy,Cendikia Raya,ocr,success,CENDIKIA RAYA | INSTITUTE,EAG64mxcRTE,Maroon Simple Institute Book Logo,https://www.canva.com/templates/EAG64mxcRTE-maroon-simple-institute-book-logo/,https://template.canva.com/EAG64mxcRTE/1/0/800w-viBI5jsBXgA.jpg,true,0001_EAG64mxcRTE.jpg,writing/images/0001_EAG64mxcRTE.jpg,2026-08-06T10:05:56.458Z
Writing,Education & Literacy,Writing Study,ocr,success,WRITING STUDY | BACK TO SCHOOL,EAFMQnkU-PA,Orange Black Minimalist Writing Study Logo,https://www.canva.com/templates/EAFMQnkU-PA-orange-black-minimalist-writing-study-logo/,https://template.canva.com/EAFMQnkU-PA/1/0/800w-2HdQu4GZ1s8.jpg,true,0004_EAFMQnkU-PA.jpg,writing/images/0004_EAFMQnkU-PA.jpg,2026-08-06T10:05:56.886Z
Writing,Education & Literacy,Samira,ocr,success,SAMIRA | HADID | ESTD | 2022 | INSTITUTE,EAFMOmsAq0Q,Simple Pencil Education Badge Logo,https://www.canva.com/templates/EAFMOmsAq0Q-simple-pencil-education-badge-logo/,https://template.canva.com/EAFMOmsAq0Q/2/0/800w-3kR0Cp_WmI8.jpg,true,0008_EAFMOmsAq0Q.jpg,writing/images/0008_EAFMOmsAq0Q.jpg,2026-08-06T10:05:57.431Z
Writing,Education & Literacy,Petrakis,ocr,success,PETRAKIS | STATIONERY,EAFPzEdXZi4,Simple Writing Pen Education Logo,https://www.canva.com/templates/EAFPzEdXZi4-simple-writing-pen-education-logo/,https://template.canva.com/EAFPzEdXZi4/1/0/800w-nbTVMJ5xjvI.jpg,true,0005_EAFPzEdXZi4.jpg,writing/images/0005_EAFPzEdXZi4.jpg,2026-08-06T10:05:57.030Z
Writing,Education & Literacy,Author Name,ocr,success,AUTHOR NAME | STORYTELLER • AUTHOR • SPEAKER,EAFUGuPqlf0,Stack of Books Author Writer Logo,https://www.canva.com/templates/EAFUGuPqlf0-stack-of-books-author-writer-logo/,https://template.canva.com/EAFUGuPqlf0/2/0/800w-3HWj41ukLV8.jpg,true,0007_EAFUGuPqlf0.jpg,writing/images/0007_EAFUGuPqlf0.jpg,2026-08-06T10:05:57.299Z
Writing,Education & Literacy,Rimberio,ocr,success,RIMBERIO | ACADEMY,EAGsxS1Cttk,Tosca Black Modern Illustrative School Academy Logo,https://www.canva.com/templates/EAGsxS1Cttk-tosca-black-modern-illustrative-school-academy-logo/,https://template.canva.com/EAGsxS1Cttk/1/0/800w-MCZ9vVnJccU.jpg,false,0003_EAGsxS1Cttk.jpg,writing/images/0003_EAGsxS1Cttk.jpg,2026-08-06T10:05:56.747Z
