topic,industry,company_name,name_source,ocr_status,ocr_text,template_id,template_title,template_url,image_url,is_pro,file_name,relative_path,collected_at
Finance,Banking & Finance,Wardiere Inc.,ocr,success,W | WARDIERE INC.,EAEw803ttZI,African Financial and Managing App Letter Logo,https://www.canva.com/templates/EAEw803ttZI-african-financial-and-managing-app-letter-logo/,https://template.canva.com/EAEw803ttZI/2/0/800w-y6yismYEFY8.jpg,false,0081_EAEw803ttZI.jpg,finance/images/0081_EAEw803ttZI.jpg,2026-08-06T09:46:12.379Z
Finance,Banking & Finance,Growth,ocr,success,GROWTH | FINANCE,EAE3pPM_G6I,arrow up business finance technology logo,https://www.canva.com/templates/EAE3pPM_G6I-arrow-up-business-finance-technology-logo/,https://template.canva.com/EAE3pPM_G6I/1/0/800w-1JefxuoLUXo.jpg,false,0011_EAE3pPM_G6I.jpg,finance/images/0011_EAE3pPM_G6I.jpg,2026-08-06T09:45:01.885Z
Finance,Banking & Finance,Chastain,ocr,success,CHASTAIN | TECHNOLOGY,EAFNLK7qltI,Bank Contract Sign Logo,https://www.canva.com/templates/EAFNLK7qltI-bank-contract-sign-logo/,https://template.canva.com/EAFNLK7qltI/1/0/800w-bRhbhzT1n7M.jpg,false,0030_EAFNLK7qltI.jpg,finance/images/0030_EAFNLK7qltI.jpg,2026-08-06T09:45:19.094Z
Finance,Banking & Finance,Ingoude,ocr,success,INGOUDE | COMPANY,EAE_VSqJwao,Beige and Green Modern Company Business Card,https://www.canva.com/templates/EAE_VSqJwao-beige-and-green-modern-company-business-card/,https://template.canva.com/EAE_VSqJwao/1/0/800w-yCQWAAS4kjA.jpg,false,0019_EAE_VSqJwao.jpg,finance/images/0019_EAE_VSqJwao.jpg,2026-08-06T09:45:10.160Z
Finance,Banking & Finance,Nature,ocr,success,Nature | REAL ESTATE,EAFNYxbcvPo,Beige Green Minimalist Nature Real Estate Logo,https://www.canva.com/templates/EAFNYxbcvPo-beige-green-minimalist-nature-real-estate-logo/,https://template.canva.com/EAFNYxbcvPo/1/0/800w-jMnAfDxRApc.jpg,true,0067_EAFNYxbcvPo.jpg,finance/images/0067_EAFNYxbcvPo.jpg,2026-08-06T09:46:02.586Z
Finance,Banking & Finance,Honeybee,ocr,success,Honeybee | REAL ESTATE AGENT,EAE4JHcGcGw,Black and Orange Modern Real Estate Logo Template,https://www.canva.com/templates/EAE4JHcGcGw-black-and-orange-modern-real-estate-logo-template/,https://template.canva.com/EAE4JHcGcGw/1/0/800w-oRNkWxfamV8.jpg,false,0002_EAE4JHcGcGw.jpg,finance/images/0002_EAE4JHcGcGw.jpg,2026-08-06T09:44:53.683Z
Finance,Banking & Finance,Honeybee,ocr,success,Honeybee | REAL ESTATE AGENT,EAE4JFHDqPE,Black and Orange Modern Real Estate Logo Template,https://www.canva.com/templates/EAE4JFHDqPE-black-and-orange-modern-real-estate-logo-template/,https://template.canva.com/EAE4JFHDqPE/1/0/800w-SZ6KWqBPJJw.jpg,false,0008_EAE4JFHDqPE.jpg,finance/images/0008_EAE4JFHDqPE.jpg,2026-08-06T09:44:54.644Z
Finance,Banking & Finance,Continuity,ocr,success,Continuity | REAL ESTATE AGENT,EAE4JCBk89A,Black and Orange Modern Real Estate Logo Template,https://www.canva.com/templates/EAE4JCBk89A-black-and-orange-modern-real-estate-logo-template/,https://template.canva.com/EAE4JCBk89A/1/0/800w-DY08gjsZyo8.jpg,false,0032_EAE4JCBk89A.jpg,finance/images/0032_EAE4JCBk89A.jpg,2026-08-06T09:45:19.397Z
Finance,Banking & Finance,Continuity,ocr,success,Continuity | REAL ESTATE AGENT,EAE4JMlUv3Q,Black and Orange Modern Real Estate Logo Template,https://www.canva.com/templates/EAE4JMlUv3Q-black-and-orange-modern-real-estate-logo-template/,https://template.canva.com/EAE4JMlUv3Q/1/0/800w-gdmMbzOk6lw.jpg,false,0040_EAE4JMlUv3Q.jpg,finance/images/0040_EAE4JMlUv3Q.jpg,2026-08-06T09:45:33.713Z
Finance,Banking & Finance,Sunny,ocr,success,SUNNY | REAL ESTATE AGENT,EAE4JBlmZ1U,Black and Orange Modern Real Estate Logo Template,https://www.canva.com/templates/EAE4JBlmZ1U-black-and-orange-modern-real-estate-logo-template/,https://template.canva.com/EAE4JBlmZ1U/1/0/800w-QL7d01mBi7g.jpg,false,0082_EAE4JBlmZ1U.jpg,finance/images/0082_EAE4JBlmZ1U.jpg,2026-08-06T09:46:19.776Z
