topic,industry,company_name,name_source,ocr_status,ocr_text,template_id,template_title,template_url,image_url,is_pro,file_name,relative_path,collected_at
Chemistry,Technology & Electronics,Biolab,ocr,success,BIOLAB | TECHNOLOGY,EAE9akOfUJk,biolab technology logo,https://www.canva.com/templates/EAE9akOfUJk-biolab-technology-logo/,https://template.canva.com/EAE9akOfUJk/1/0/800w-BFOlZJbeQf8.jpg,true,0035_EAE9akOfUJk.jpg,chemistry/images/0035_EAE9akOfUJk.jpg,2026-08-06T10:00:40.518Z
Chemistry,Sports & Fitness,The Title Scret,ocr,success,SALFORO & SCHOOL | CHEMISTRY | CLUB | THE TITLE SCRET,EAGSlhcG-DE,Blue Beige Modern Chemistry Club Badge Logo,https://www.canva.com/templates/EAGSlhcG-DE-blue-beige-modern-chemistry-club-badge-logo/,https://template.canva.com/EAGSlhcG-DE/3/0/800w-ZbAoOMyPEqQ.jpg,false,0021_EAGSlhcG-DE.jpg,chemistry/images/0021_EAGSlhcG-DE.jpg,2026-08-06T10:00:31.298Z
Chemistry,Science & Environment,Liquid,ocr,success,Liquid | CREATIVE,EAFNlFUcxcE,Blue Black Minimalist Liquid in Bulb Logo,https://www.canva.com/templates/EAFNlFUcxcE-blue-black-minimalist-liquid-in-bulb-logo/,https://template.canva.com/EAFNlFUcxcE/1/0/800w-SFQVbryt-2Q.jpg,true,0018_EAFNlFUcxcE.jpg,chemistry/images/0018_EAFNlFUcxcE.jpg,2026-08-06T10:00:23.046Z
Chemistry,Science & Environment,Science,ocr,success,Science | LABORATORY,EAFRMsC6ro8,Blue Brown Minimalist Science Laboratory Brain Logo,https://www.canva.com/templates/EAFRMsC6ro8-blue-brown-minimalist-science-laboratory-brain-logo/,https://template.canva.com/EAFRMsC6ro8/1/0/800w-BBGOTvPbuyA.jpg,true,0004_EAFRMsC6ro8.jpg,chemistry/images/0004_EAFRMsC6ro8.jpg,2026-08-06T10:00:14.768Z
Chemistry,Science & Environment,biology cell,ocr,success,biology cell | GENET | MOLECULE,EAFQHVBoqxI,blue minimalist biology cell logo design,https://www.canva.com/templates/EAFQHVBoqxI-blue-minimalist-biology-cell-logo-design/,https://template.canva.com/EAFQHVBoqxI/1/0/800w-ImNnqSTnCRI.jpg,true,0026_EAFQHVBoqxI.jpg,chemistry/images/0026_EAFQHVBoqxI.jpg,2026-08-06T10:00:32.139Z
Chemistry,Science & Environment,Planet,ocr,success,PLANET | laboratory,EAE9KvT41sQ,Blue Minimalist Planet Laboratory Logo,https://www.canva.com/templates/EAE9KvT41sQ-blue-minimalist-planet-laboratory-logo/,https://template.canva.com/EAE9KvT41sQ/1/0/800w-oDEhETOqvAk.jpg,false,0001_EAE9KvT41sQ.jpg,chemistry/images/0001_EAE9KvT41sQ.jpg,2026-08-06T10:00:14.344Z
Chemistry,Science & Environment,Science,ocr,success,Science | LABORATORY,EAFRMvpcWkY,Blue Minimalist Science Laboratory Brain Logo,https://www.canva.com/templates/EAFRMvpcWkY-blue-minimalist-science-laboratory-brain-logo/,https://template.canva.com/EAFRMvpcWkY/1/0/800w-810qO9YA1FY.jpg,true,0005_EAFRMvpcWkY.jpg,chemistry/images/0005_EAFRMvpcWkY.jpg,2026-08-06T10:00:14.915Z
Chemistry,Science & Environment,Science,ocr,success,Science | Laboratory,EAFRMrp6nrg,Blue Minimalist Science Laboratory Brain Logo,https://www.canva.com/templates/EAFRMrp6nrg-blue-minimalist-science-laboratory-brain-logo/,https://template.canva.com/EAFRMrp6nrg/1/0/800w-wuPmQmAm3fE.jpg,true,0017_EAFRMrp6nrg.jpg,chemistry/images/0017_EAFRMrp6nrg.jpg,2026-08-06T10:00:22.870Z
Chemistry,Science & Environment,Science,ocr,success,SCIENCE | LABORATORY,EAFRMlky_KQ,Blue Minimalist Science Laboratory Brain Logo,https://www.canva.com/templates/EAFRMlky_KQ-blue-minimalist-science-laboratory-brain-logo/,https://template.canva.com/EAFRMlky_KQ/1/0/800w-u-ZcJ8q7_SU.jpg,true,0034_EAFRMlky_KQ.jpg,chemistry/images/0034_EAFRMlky_KQ.jpg,2026-08-06T10:00:40.382Z
Chemistry,Technology & Electronics,Borcelle,ocr,success,BORCELLE | TECHNOLOGY,EAFU6e7CBKI,Blue Neon Simple Technology Logo,https://www.canva.com/templates/EAFU6e7CBKI-blue-neon-simple-technology-logo/,https://template.canva.com/EAFU6e7CBKI/1/0/800w-0eNuD2FRWbo.jpg,false,0022_EAFU6e7CBKI.jpg,chemistry/images/0022_EAFU6e7CBKI.jpg,2026-08-06T10:00:31.487Z
