topic,industry,company_name,name_source,ocr_status,ocr_text,template_id,template_title,template_url,image_url,is_pro,file_name,relative_path,collected_at
Architecture,Architecture & Real Estate,nirl in,ocr,success,nirl in | CITY BUILDING | architect,EAFBwUGzNIQ,Architect Illustration Design City ​​development Architect Logo,https://www.canva.com/templates/EAFBwUGzNIQ-architect-illustration-design-city-development-architect-logo/,https://template.canva.com/EAFBwUGzNIQ/1/0/800w-93ttRcIE970.jpg,false,0003_EAFBwUGzNIQ.jpg,architecture/images/0003_EAFBwUGzNIQ.jpg,2026-08-06T09:49:04.402Z
Architecture,Architecture & Real Estate,Hereone Loves Ache,ocr,success,HEREONE LOVES ACHE | Arche House | STUDIO,EAEpE4em2ms,Architect Logo,https://www.canva.com/templates/EAEpE4em2ms-architect-logo/,https://template.canva.com/EAEpE4em2ms/2/0/800w-Csf5CRMIC_8.jpg,true,0084_EAEpE4em2ms.jpg,architecture/images/0084_EAEpE4em2ms.jpg,2026-08-06T09:50:45.148Z
Architecture,Architecture & Real Estate,Ad,ocr,success,AD | Architecture Design,EAFAGaJ5Uws,Architecture/design logo,https://www.canva.com/templates/EAFAGaJ5Uws-architecture-design-logo/,https://template.canva.com/EAFAGaJ5Uws/1/0/800w-xhcJ-c9aYEU.jpg,true,0038_EAFAGaJ5Uws.jpg,architecture/images/0038_EAFAGaJ5Uws.jpg,2026-08-06T09:49:54.020Z
Architecture,Architecture & Real Estate,Arowwai,ocr,success,Arowwai | Architecture,EAFDZfErzXs,Beige and Black Modern Architecture Company Logo,https://www.canva.com/templates/EAFDZfErzXs-beige-and-black-modern-architecture-company-logo/,https://template.canva.com/EAFDZfErzXs/2/0/800w-RTToZYldWm0.jpg,true,0024_EAFDZfErzXs.jpg,architecture/images/0024_EAFDZfErzXs.jpg,2026-08-06T09:49:35.094Z
Architecture,Architecture & Real Estate,Building,ocr,success,BUILDING | VINTAGE,EAFLv1btEf4,Black and White Building Vintage Logo,https://www.canva.com/templates/EAFLv1btEf4-black-and-white-building-vintage-logo/,https://template.canva.com/EAFLv1btEf4/1/0/800w-lwJ8QGfy4hg.jpg,true,0023_EAFLv1btEf4.jpg,architecture/images/0023_EAFLv1btEf4.jpg,2026-08-06T09:49:34.827Z
Architecture,Architecture & Real Estate,Building,ocr,success,BUILDING | VINTAGE,EAFLv2l_8pI,Black and White Building Vintage Logo,https://www.canva.com/templates/EAFLv2l_8pI-black-and-white-building-vintage-logo/,https://template.canva.com/EAFLv2l_8pI/1/0/800w-w7WzSq806oA.jpg,true,0082_EAFLv2l_8pI.jpg,architecture/images/0082_EAFLv2l_8pI.jpg,2026-08-06T09:50:44.861Z
Architecture,Architecture & Real Estate,Dormstay,ocr,success,DORMSTAY | Cabin in The Woods,EAE3k_rH1Rs,Black and White Minimalist House Illustration Cottage Logo,https://www.canva.com/templates/EAE3k_rH1Rs-black-and-white-minimalist-house-illustration-cottage-logo/,https://template.canva.com/EAE3k_rH1Rs/2/0/800w-Dw8TmCpORdk.jpg,false,0031_EAE3k_rH1Rs.jpg,architecture/images/0031_EAE3k_rH1Rs.jpg,2026-08-06T09:49:45.405Z
Architecture,Architecture & Real Estate,Simple House,ocr,success,SIMPLE HOUSE | INTERIOR DESIGN,EAEvYFNP_ng,Black and White Simple House Interior Logo,https://www.canva.com/templates/EAEvYFNP_ng-black-and-white-simple-house-interior-logo/,https://template.canva.com/EAEvYFNP_ng/1/0/800w-8DKS8P_CWmU.jpg,true,0021_EAEvYFNP_ng.jpg,architecture/images/0021_EAEvYFNP_ng.jpg,2026-08-06T09:49:34.293Z
Architecture,Architecture & Real Estate,Prosety Saluting,ocr,success,AMAZING | Prosety Saluting,EAESKLk3vOA,Black and White Vector Building Property Management Logo,https://www.canva.com/templates/EAESKLk3vOA-black-and-white-vector-building-property-management-logo/,https://template.canva.com/EAESKLk3vOA/2/0/800w-H0Ap1GVB4aE.jpg,false,0014_EAESKLk3vOA.jpg,architecture/images/0014_EAESKLk3vOA.jpg,2026-08-06T09:49:18.275Z
Architecture,Architecture & Real Estate,Hotel House,ocr,success,HOTEL HOUSE | REAL ESTATE,EAFPiffT1tw,black minimalist hotel house logo design,https://www.canva.com/templates/EAFPiffT1tw-black-minimalist-hotel-house-logo-design/,https://template.canva.com/EAFPiffT1tw/1/0/800w-wws6464EJhQ.jpg,true,0100_EAFPiffT1tw.jpg,architecture/images/0100_EAFPiffT1tw.jpg,2026-08-06T09:51:01.703Z
